Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2012-08-18,arsenal,sunderland,0,0,D,0,0,D,C Foy,14,3,4,2,12,8,7,0,0,0,0,0,1.4,4.5,8.5,1.35,4.6,9.0,1.35,4.6,9.0,1.35,4.5,7.3,1.4,4.5,8.0,1.44,4.76,8.78,1.44,4.0,8.0,1.36,4.5,9.5,1.44,4.75,8.5,1.4,4.33,8.5,39,1.44,1.4,4.89,4.47,9.5,8.37,33,1.83,1.76,2.15,2.05,23,-1.25,2.02,1.96,1.96,1.91,1.44,4.72,8.71,"Arsenal have sold their best player for the second summer in succession but where there was fury and confusion last time after the departures of Cesc Fábregas and Samir Nasri, there is now optimism and excitement. Robin van Persie's goals will be missed but in signing Santi Cazorla, Lukas Podolski and Olivier Giroud, Arsenal have done more than merely limit the damage. The theory that the club might be collectively stronger faces its first test against a Sunderland side that will not boast many new faces but will endeavour to dampen the mood. David Hytner",2012-08-17,arsenal,sunderland,https://www.theguardian.com/football/2012/aug/17/squad-sheets-arsenal-sunderland
E0,2012-08-18,fulham,norwich,5,0,H,2,0,H,M Oliver,11,4,9,2,12,11,6,3,0,0,0,0,1.8,3.6,4.5,1.8,3.5,4.4,1.8,3.5,4.4,1.8,3.4,4.0,1.8,3.5,4.5,1.82,3.81,4.8,1.85,3.3,4.5,1.8,3.6,4.5,1.83,3.75,4.75,1.83,3.5,4.33,39,1.85,1.8,3.82,3.59,4.8,4.44,35,1.95,1.89,2.01,1.92,21,-0.5,1.83,1.8,2.14,2.09,1.84,3.75,4.75,"The Norwich manager, Chris Hughton, has paid tribute to his Fulham counterpart, Martin Jol, whom he worked under for three years at Tottenham, ahead of Saturday's meeting. ""I have learned a lot from him, so he has played a very good part in where I am in this moment,"" he said. Hughton, however, will be going all out to beat his friend, and much could hinge on the potential success of a new forward partnership between Grant Holt and Robert Snodgrass. With the unsettled forward Clint Dempsey not in the squad, Fulham will be looking to new signing Mladen Petric for goals, whilst Moussa Dembélé remaining at the club is a significant bonus. Alex Finnis",2012-08-17,fulham,norwich,https://www.theguardian.com/football/2012/aug/17/squad-sheets-fulham-norwich-city
E0,2012-08-18,newcastle,tottenham,2,1,H,0,0,D,M Atkinson,6,12,4,6,12,8,3,5,2,2,0,0,2.5,3.4,2.75,2.6,3.3,2.75,2.6,3.3,2.75,2.4,3.2,2.7,2.6,3.3,2.7,2.65,3.47,2.82,2.7,3.0,2.8,2.5,3.4,2.8,2.62,3.4,2.75,2.5,3.4,2.7,39,2.7,2.55,3.47,3.32,2.85,2.73,35,2.0,1.88,2.01,1.92,23,0.0,1.93,1.88,2.03,1.97,2.83,3.35,2.72,"To Newcastle's Alan Pardew, André Villas-Boas's Tottenham currently remain as mysterious as Brendan Rodgers's Liverpool. ""I'll be interested to see how Liverpool, with my friend Brendan there, evolve and it's the same with Spurs,"" said Pardew. ""There have been big changes at Spurs. Will it be a positive or a negative? It will be interesting to see André's hand when it's delivered on Saturday."" The former Chelsea manager's cause may be helped by home concerns surrounding the fitness of Papiss Cissé, Yohan Cabaye and Hatem Ben Arfa. Vurnon Anita, newly signed from Ajax, could make his Newcastle debut. Louise Taylor",2012-08-17,newcastle,tottenham,https://www.theguardian.com/football/2012/aug/17/squad-sheets-newcastle-united-tottenham-hotspur
E0,2012-08-18,qpr,swansea,0,5,A,0,1,A,L Probert,20,12,11,8,11,14,5,3,2,2,0,0,2.0,3.4,3.8,2.0,3.4,3.6,2.0,3.4,3.6,2.1,3.3,3.1,2.0,3.4,3.75,2.05,3.53,4.01,2.0,3.3,3.8,2.1,3.3,3.6,2.0,3.5,4.0,2.0,3.4,3.6,39,2.1,2.01,3.55,3.37,4.2,3.76,33,2.18,2.09,1.81,1.73,22,-0.25,1.8,1.75,2.21,2.13,2.0,3.53,4.15,"Amid the bedlam created by Manchester City's late title triumph last season it was somewhat forgotten that their opponents on the day, Queens Park Rangers, had just avoided relegation. That was some feat for their manager, Mark Hughes, given the tough string of fixtures he faced upon taking the job in January. He will hope to progress in his first full season at the club, starting with a win against a team seeking to confound all expectations for a second successive season, but this time under the charge of Michael Laudrup. Sachin Nakrani",2012-08-17,qpr,swansea,https://www.theguardian.com/football/2012/aug/17/squad-sheets-qpr-swansea-city
E0,2012-08-18,reading,stoke,1,1,D,0,1,A,K Friend,9,6,3,3,9,14,4,3,2,4,0,1,2.38,3.25,3.1,2.4,3.2,3.1,2.4,3.2,3.1,2.4,3.2,2.7,2.4,3.3,2.88,2.4,3.37,3.26,2.4,3.3,2.9,2.4,3.2,3.0,2.4,3.3,3.25,2.3,3.3,3.1,39,2.45,2.36,3.4,3.27,3.26,3.03,33,2.28,2.18,1.76,1.67,24,-0.25,2.07,2.01,1.91,1.86,2.47,3.3,3.22,"Stoke are arguably the most successful promoted side of recent years. Since joining the Premier League in 2008 the Potters have never been in a relegation battle, and Tony Pulis is keen to ensure this season is no different. ""Gradually we're putting things into place that this football club could never have dreamed of and we mustn't get too greedy. Staying in the Premier League is our target,"" he said. Newly promoted Reading will be looking to emulate their opponents' top-flight staying power, but manager Brian McDermott may find himself with a tough task on his hands. New signing Pavel Pogrebnyak could be key – the Russian forward scored a goal every other game during his loan spell at Fulham last season and the Royals will hope he can replicate that form in 2012-13. Alex Finnis",2012-08-17,reading,stoke,https://www.theguardian.com/football/2012/aug/17/squad-sheets-reading-stoke-city
E0,2012-08-18,west brom,liverpool,3,0,H,1,0,H,P Dowd,15,14,10,7,10,11,7,3,1,4,0,1,4.2,3.5,1.91,4.1,3.5,1.85,4.1,3.5,1.85,3.3,3.3,2.0,3.75,3.5,1.95,4.39,3.59,1.94,3.8,3.3,2.0,4.0,3.4,1.91,4.33,3.6,1.95,4.0,3.4,1.91,39,4.38,4.01,3.61,3.44,2.0,1.93,33,2.18,2.08,1.81,1.74,22,0.5,2.0,1.96,1.97,1.92,4.76,3.74,1.84,"A fresh start at The Hawthorns where Steve Clarke and Brendan Rodgers take charge of their new clubs for the first time in the Premier League. Rodgers had asked Clarke to stay with Liverpool when first approached to succeed Kenny Dalglish this summer before the matter was taken out of their hands. ""I actually got sacked by Liverpool,"" Clarke revealed on Friday, insisting he has no grievance with his former employers. But it does add to the spice. Rodgers is Liverpool's fourth manager in four seasons and may need a positive start before facing Manchester City, Arsenal and Manchester United in his first three home games. Andy Hunter",2012-08-17,west brom,liverpool,https://www.theguardian.com/football/2012/aug/17/squad-sheets-west-brom-liverpool
E0,2012-08-18,west ham,aston villa,1,0,H,1,0,H,M Dean,8,10,4,6,17,8,6,4,0,1,0,0,2.2,3.3,3.4,2.25,3.3,3.3,2.25,3.3,3.3,2.15,3.3,3.0,2.25,3.3,3.1,2.26,3.49,3.43,2.3,3.2,3.2,2.25,3.3,3.3,2.25,3.4,3.4,2.3,3.3,3.1,39,2.3,2.23,3.46,3.32,3.51,3.23,33,2.1,2.03,1.85,1.77,25,-0.25,1.95,1.9,2.04,1.97,2.14,3.5,3.71,"West Ham are back in the Premier League and the task for their manager, Sam Allardyce, is clear – prevent the club suffering a fifth top-flight relegation in 24 years. He is aiming higher and wants his players to start the new campaign with a victory. That could prove tough against an Aston Villa side now under the charge of Paul Lambert, who, unlike his predecessor Alex McLeish, has the backing of the club's supporters. James Collins, who moved from Villa to West Ham in the summer, will make his home debut this afternoon. Sachin Nakrani",2012-08-17,west ham,aston villa,https://www.theguardian.com/football/2012/aug/17/squad-sheets-west-ham-aston-villa
E0,2012-08-19,man city,southampton,3,2,H,1,0,H,H Webb,20,9,15,6,4,6,7,3,1,2,0,0,1.17,7.0,17.0,1.18,6.25,16.0,1.18,6.25,16.0,1.17,5.8,13.0,1.17,7.0,15.0,1.2,7.5,19.75,1.2,6.0,15.0,1.17,7.0,19.0,1.2,7.0,19.0,1.17,6.5,17.0,39,1.21,1.18,7.55,6.78,19.38,15.6,26,1.56,1.5,2.68,2.51,24,-1.75,1.9,1.85,2.08,2.02,1.13,9.38,26.18,"Southampton can take immense pride in the consecutive promotions with which Nigel Adkins has restored the club to the top flight, but this game might be seen as a trial for a club that has come so far so soon. It would be a surprise if Manchester City did not revel in the occasion at the Etihad Stadium on Sunday. The manager, Roberto Mancini, seemed frustrated this summer by a halt to the large-scale recruitment policy of the past, but a settled squad may be formidable as players improve their rapport with one another. Kevin McCarra",2012-08-17,man city,southampton,https://www.theguardian.com/football/2012/aug/17/squad-sheets-manchester-city-southampton
E0,2012-08-19,wigan,chelsea,0,2,A,0,2,A,M Jones,12,5,4,3,16,11,7,1,2,2,0,0,6.0,3.75,1.62,6.0,3.9,1.55,6.0,3.9,1.55,5.5,3.9,1.5,6.5,3.8,1.53,6.05,4.02,1.65,5.5,3.6,1.67,6.5,4.0,1.53,6.5,3.8,1.65,6.0,4.0,1.53,39,6.75,6.09,4.0,3.84,1.67,1.58,35,1.93,1.88,2.05,1.93,24,1.0,1.9,1.8,2.16,2.09,4.92,3.77,1.81,"This has occasionally proved an awkward fixture for Chelsea in the recent past and, given the frailties that have reared in their defence in pre-season, will offer another stern test on Sunday lunchtime. The focus may be drawn to Victor Moses, who is coveted at Stamford Bridge and could move to London before the end of the transfer window, but the visitors would do well to concentrate on stifling the home debutant, Arouna Koné. Chelsea's own £20m new boy, Oscar, could feature in some capacity as Roberto Di Matteo marks his first Premier League game in full-time charge. Both managers would hope to start in the manner in which their sides finished last term. Dominic Fifield",2012-08-17,wigan,chelsea,https://www.theguardian.com/football/2012/aug/17/squad-sheets-wigan-athletic-chelsea
E0,2012-08-20,everton,man united,1,0,H,0,0,D,A Marriner,16,12,7,7,12,11,6,8,1,2,0,0,4.33,3.6,1.83,4.6,3.5,1.83,4.6,3.5,1.83,3.8,3.4,1.85,4.0,3.6,1.85,4.27,3.77,1.92,4.33,3.3,1.91,4.0,3.5,1.91,4.3,3.7,1.87,4.0,3.4,1.91,36,4.45,4.18,3.71,3.47,1.91,1.88,32,2.08,1.97,1.9,1.83,20,0.5,2.03,1.99,1.91,1.88,3.91,3.59,2.06,"Sir Alex Ferguson has sounded ebullient this week. There can be no doubt that the purchase of Robin van Persie from Arsenal gives him an array of forwards that others will envy, but the implication was that Manchester United are not receding into the shadows merely because Manchester City are Premier League champions. He was also indicating once more that he is at peace with the policies of the owners, the Glazers. Everton, however, could cause United disquiet on Monday night in a demanding fixture at Goodison. Kevin McCarra",2012-08-17,everton,man united,https://www.theguardian.com/football/2012/aug/17/squad-sheets-everton-manchester-united
E0,2012-08-22,chelsea,reading,4,2,H,1,2,A,L Mason,23,7,11,5,11,14,1,5,0,2,0,0,1.25,5.5,13.0,1.25,5.25,12.5,1.25,5.25,12.5,1.25,5.0,10.0,1.25,6.0,11.0,1.27,6.15,13.8,1.29,5.5,10.0,1.27,5.5,12.0,1.25,6.0,13.0,1.25,5.5,13.0,38,1.29,1.25,6.2,5.56,14.0,11.84,23,1.65,1.58,2.45,2.31,22,-1.5,1.88,1.85,2.1,2.03,1.3,5.75,12.6,,,,,
E0,2012-08-25,aston villa,everton,1,3,A,0,3,A,M Oliver,7,19,3,11,10,7,1,9,1,0,1,0,2.9,3.4,2.4,2.95,3.3,2.45,2.95,3.3,2.45,2.5,3.2,2.6,2.75,3.3,2.5,3.14,3.36,2.47,2.88,3.2,2.5,2.88,3.25,2.5,3.1,3.3,2.45,2.75,3.3,2.5,38,3.25,2.93,3.4,3.29,2.6,2.42,31,2.34,2.19,1.73,1.66,21,0.0,2.33,2.2,1.85,1.7,3.73,3.42,2.16,"In an effort to concentrate minds, Paul Lambert has banned his players from using their phones and laptops around Villa's training ground but more than that may be needed to get Aston Villa back on track. The hosts have won just one of their last 13 Premier League home matches and will not have been able to take too many positives from the defeat to West Ham. In more bad news for Villa fans, they are also facing an Everton side who will be full to brim with confidence after their impressive victory over Manchester United. Ian McCourt",2012-08-24,aston villa,everton,https://www.theguardian.com/football/2012/aug/24/squad-sheets-aston-villa-everton
E0,2012-08-25,chelsea,newcastle,2,0,H,2,0,H,P Dowd,11,11,6,5,8,10,2,3,1,0,0,0,1.5,4.33,6.5,1.5,4.33,6.5,1.5,4.33,6.5,1.53,3.8,5.5,1.5,4.0,6.5,1.51,4.5,7.27,1.5,4.2,6.5,1.5,4.33,6.5,1.5,4.4,7.0,1.5,4.0,6.5,38,1.53,1.5,4.55,4.16,7.0,6.55,29,1.72,1.65,2.36,2.19,25,-1.0,1.92,1.85,2.08,2.02,1.5,4.49,7.5,"It is too soon to tell what Chelsea will take from the season, but the departure of Didier Drogba could lead to greater variety in attack. Fernando Torres might now impose himself more, even if he was lucky not to have his goal disallowed for offside against Reading. The newcomer Eden Hazard had a great impact and there may be scope for him once again. Newcastle drew with Atromitos in a Europa League play-off in Greece a mere two days before this match and Alan Pardew is bound to change the lineup markedly for this match. Kevin McCarra",2012-08-24,chelsea,newcastle,https://www.theguardian.com/football/2012/aug/24/squad-sheets-chelsea-newcastle-united
E0,2012-08-25,man united,fulham,3,2,H,3,1,H,K Friend,20,14,11,11,12,7,8,8,0,1,0,0,1.29,5.5,11.0,1.28,5.25,10.0,1.28,5.25,10.0,1.25,5.0,10.0,,,,1.32,5.6,11.85,1.35,4.8,9.0,1.3,5.25,11.0,1.3,5.5,11.5,1.3,5.0,10.0,38,1.33,1.3,5.52,5.17,12.0,10.39,26,1.68,1.62,2.38,2.23,24,-1.5,2.02,1.97,1.95,1.9,1.3,6.04,11.99,"Defeat at Everton must be instantly answered by a win for Manchester United over Fulham, who warmed up for this visit to Old Trafford with a 5-0 defeat of Norwich City. Robin van Persie should be given his first start and the attacking pattern of United intrigues most: how Sir Alex Ferguson harnesses Shinji Kagawa, Van Persie, Wayne Rooney and Danny Welbeck will offer a first clue regarding the Scot's approach to reclaiming the title from Manchester City. October 2003 was the last time Fulham defeated United before their home crowd. Jamie Jackson",2012-08-24,man united,fulham,https://www.theguardian.com/football/2012/aug/24/squad-sheets-manchester-united-fulham
E0,2012-08-25,norwich,qpr,1,1,D,1,1,D,M Clattenburg,13,6,4,4,15,14,6,2,0,2,0,0,2.25,3.4,3.2,2.25,3.3,3.1,2.25,3.3,3.1,2.1,3.2,3.2,2.38,3.4,2.88,2.34,3.5,3.25,2.38,3.4,2.9,2.25,3.4,3.2,2.3,3.4,3.2,2.25,3.25,3.2,38,2.38,2.29,3.52,3.33,3.25,3.11,34,1.85,1.8,2.13,2.0,24,-0.25,2.05,2.0,1.9,1.87,2.37,3.6,3.09,"Paul Lambert's Norwich did the double in this fixture last season, but this is a very different QPR side to the one beaten at Carrow Road last November. Indeed such has been the turnover of players, only three of the Rangers first XI from that game are likely to start on Saturday. ""I think we've probably allowed 20 or so players to leave. We've been able to add maybe 12 or 13 players of, in my view, better quality,"" said the QPR manager, Mark Hughes. Both teams are hoping to bounce back from disappointing 5-0 opening-day defeats. John Ashdown",2012-08-24,norwich,qpr,https://www.theguardian.com/football/2012/aug/24/squad-sheets-norwich-city-qpr
E0,2012-08-25,southampton,wigan,0,2,A,0,0,D,A Taylor,14,12,9,8,11,9,10,3,0,0,0,0,2.1,3.4,3.5,2.05,3.4,3.5,2.05,3.4,3.5,2.1,3.2,3.2,2.1,3.3,3.5,2.2,3.51,3.56,2.15,3.5,3.25,2.05,3.5,3.6,2.15,3.5,3.6,2.1,3.5,3.3,38,2.2,2.12,3.53,3.36,3.65,3.46,34,2.0,1.92,1.97,1.88,19,-0.5,2.2,2.13,1.82,1.77,2.2,3.47,3.61,"Two clubs who came out of opening weekend meetings having avoided a battering, but not defeat, at the hands of Manchester City and Chelsea will see this game as an opportunity to get their season up and running. The Saints have lost at home only nine times in the past three league seasons – a phenomenal record – and their form at St Mary's will be key on their return to the top flight. Wigan travel to the south coast with their options trimmed, Victor Moses having yesterday finalised his transfer to Stamford Bridge. John Ashdown",2012-08-24,southampton,wigan,https://www.theguardian.com/football/2012/aug/24/squad-sheets-southampton-wigan-athletic
E0,2012-08-25,swansea,west ham,3,0,H,2,0,H,M Atkinson,10,7,7,6,13,17,5,4,2,4,0,0,2.1,3.3,3.6,2.0,3.3,3.75,2.0,3.3,3.75,2.1,3.2,3.2,2.1,3.25,3.5,2.13,3.43,3.85,2.1,3.4,3.5,2.05,3.3,3.75,2.1,3.4,3.8,2.1,3.25,3.5,38,2.15,2.09,3.47,3.31,3.85,3.6,35,2.06,1.99,1.9,1.81,21,-0.5,2.14,2.09,1.83,1.8,2.22,3.4,3.6,"Swansea eased to victory over Queens Park Rangers last Saturday with their biggest margin of victory in the top flight but West Ham will prove to be more stubborn opposition. Sam Allardyce's side had the best away record in the Championship in 2011-12 and although the 1-0 scoreline may not show it, they dominated an established Premier League side in Aston Villa last weekend. West Ham's newest signing, Matt Jarvis, is expected to go straight into the side but a knee injury will keep Jack Collison out once more, while Chico Flores and Scott Sinclair are doubts for the hosts. Ian McCourt",2012-08-24,swansea,west ham,https://www.theguardian.com/football/2012/aug/24/squad-sheets-swansea-city-west-ham
E0,2012-08-25,tottenham,west brom,1,1,D,0,0,D,M Dean,18,10,10,5,8,7,7,5,1,2,0,0,1.5,4.33,6.5,1.45,4.2,7.0,1.45,4.2,7.0,1.45,3.9,6.5,1.5,4.0,6.5,1.51,4.52,7.35,1.55,4.0,6.0,1.5,4.33,6.5,1.5,4.4,7.0,1.53,4.0,6.0,38,1.54,1.5,4.53,4.13,7.5,6.67,28,1.72,1.65,2.3,2.19,25,-1.0,1.91,1.84,2.09,2.03,1.63,4.18,5.9,"It feels as though there is greater interest in Tottenham's off-field machinations at present and that will increase as Friday's transfer deadline nears. There is plenty on Albion's visit, though, with André Villas-Boas admitting he needs a win, on his home debut, after the defeat at Newcastle. Up against him are Steve Clarke and Romelu Lukaku, former colleagues from his Chelsea days. Albion tails are up after the triumph over Liverpool and Villas-Boas expects them to be sharp on the counter and hard to break down. Expect a high-octane start from Tottenham. What Villas-Boas would give for an early goal. David Hytner",2012-08-24,tottenham,west brom,https://www.theguardian.com/football/2012/aug/24/squad-sheets-tottenham-hotspur-west-brom
E0,2012-08-26,liverpool,man city,2,2,D,1,0,H,A Marriner,15,11,8,5,10,7,4,4,1,0,0,0,3.1,3.4,2.3,3.0,3.5,2.35,3.0,3.5,2.35,2.75,3.2,2.35,3.1,3.3,2.25,3.14,3.46,2.42,2.9,3.4,2.38,3.0,3.3,2.38,3.1,3.4,2.4,3.0,3.4,2.3,33,3.15,2.98,3.45,3.33,2.48,2.36,33,2.03,1.94,1.92,1.85,22,0.25,1.87,1.83,2.13,2.04,2.95,3.43,2.57,"There was a vulnerability to the champions' defence in their opening victory over Southampton but, even including the loss of Sergio Agüero, City's start was flawless in comparison to that of Liverpool. Apprehension surrounds Brendan Rodgers's first home league game as manager following the defensive collapse at West Bromwich Albion and the loss through suspension of Daniel Agger against the club that wish to buy him. Liverpool have lost twice at home in the league to City since 1953 and must respond to the visit of a leading side to show that The Hawthorns really was just ""a bad day at the office"". Andy Hunter",2012-08-24,liverpool,man city,https://www.theguardian.com/football/2012/aug/24/squad-sheets-liverpool-manchester-city
E0,2012-08-26,stoke,arsenal,0,0,D,0,0,D,L Mason,7,16,4,6,9,9,0,11,2,0,0,0,3.5,3.4,2.1,3.7,3.3,2.1,3.7,3.3,2.1,3.2,3.2,2.1,3.75,3.3,2.0,3.57,3.46,2.21,3.3,3.3,2.2,3.6,3.4,2.05,3.6,3.4,2.2,3.5,3.25,2.1,35,3.65,3.44,3.44,3.32,2.24,2.14,35,2.16,2.03,1.83,1.77,24,0.25,2.05,2.0,1.93,1.87,3.3,3.41,2.36,"An intriguing fixture between two clubs with a well-documented dislike for one another. Arsenal need to get their season up and running after last Saturday's goalless draw against Sunderland and it would be a huge boost to Arsène Wenger and his players if they picked up three points at the Britannia Stadium. Stoke, however, will relish the chance to make life uncomfortable for Santi Cazorla, Lukas Podolski, Olivier Giroud et al. Tony Pulis, Stoke's manager, will be forced to make at least one change, with Dean Whitehead suspended following his dismissal at Reading. Stuart James",2012-08-24,stoke,arsenal,https://www.theguardian.com/football/2012/aug/24/squad-sheets-stoke-city-arsenal
E0,2012-09-01,man city,qpr,3,1,H,1,0,H,C Foy,19,9,12,5,12,3,8,3,2,1,0,0,1.18,7.0,15.0,1.18,6.5,14.5,,,,1.2,5.5,12.0,1.2,6.5,13.0,1.22,7.65,15.0,1.2,7.0,11.0,1.2,6.5,13.0,1.2,7.5,15.0,1.2,7.0,13.0,40,1.22,1.2,7.7,6.75,18.0,13.62,27,1.41,1.35,3.25,3.04,24,-2.0,2.07,2.02,1.94,1.85,1.18,8.19,19.39,Roberto Mancini professes himself happy with the club's summer recruitment drive so we now begin to find out if he is right. No one at the Etihad Stadium in May can forget how Manchester City beat Queens Park Rangers in the dying seconds to grab the championship as the sides reconvene for the first time since. Mancini has four from the first six points available and he will not want a stutter before the break for the World Cup qualifiers. Even Mark Hughes might be losing count of how many new players he has brought in: a draw here for his revamped band would be a fine start for them. Jamie Jackson,2012-08-31,man city,qpr,https://www.theguardian.com/football/2012/aug/31/squad-sheets-man-city-qpr
E0,2012-09-01,swansea,sunderland,2,2,D,1,2,A,R East,14,4,10,3,11,7,8,0,1,1,1,0,2.2,3.3,3.4,2.2,3.2,3.3,2.2,3.2,3.3,2.2,3.2,3.0,2.2,3.3,3.3,2.17,3.47,3.67,2.15,3.25,3.5,2.2,3.3,3.4,2.15,3.4,3.6,2.2,3.25,3.4,40,2.25,2.17,3.47,3.31,3.67,3.38,34,2.2,2.09,1.8,1.74,24,-0.25,1.94,1.88,2.05,1.99,2.04,3.47,4.07,"Michael Laudrup could hand a Premier League debut to new signing Ki Sung-yueng, but the winger Pablo Hernández was signed too late to be considered. Wayne Routledge and Chico Flores have both been troubled by minor injuries, but are expected to be passed fit for the Swans, who are aiming to continue their unbeaten start to the season. Summer signings Adam Johnson and Steven Fletcher are expected to make their first league appearances for Sunderland as the visitors look to record their first top-flight win in nine matches. Will Carpenter",2012-08-31,swansea,sunderland,https://www.theguardian.com/football/2012/aug/31/squad-sheets-swansea-city-sunderland
E0,2012-09-01,tottenham,norwich,1,1,D,0,0,D,M Halsey,15,10,9,4,7,12,4,2,1,0,1,0,1.36,5.0,8.5,1.36,4.75,8.0,1.36,4.75,8.0,1.4,4.1,7.0,1.4,4.5,8.0,1.38,5.35,9.0,1.4,5.0,7.0,1.36,4.8,8.0,1.36,5.25,9.0,1.4,4.75,7.5,40,1.4,1.37,5.35,4.85,9.25,8.33,27,1.57,1.51,2.72,2.49,23,-1.25,1.85,1.81,2.13,2.07,1.35,5.46,10.48,"Two managers at new clubs, both still seeking their first league win of the season, meet at White Hart Lane, familiar to Norwich's Chris Hughton, who spent many years there as player and coach. Moussa Dembélé, signed from Fulham to replace the transferred Luka Modric, could make his debut for André Villa-Boas's side, who are stuggling to gel under their new leader. Norwich's summer signings have not broken the bank but include the former Tottenham defender, Sebástien Bassong. Simon Lappin will miss out due to injury but his fellow midfielder Robert Snodgrass should return after a minor leg problem. Archie Smith",2012-08-31,tottenham,norwich,https://www.theguardian.com/football/2012/aug/31/squad-sheets-tottenham-hotspur-norwich-city
