Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,text,preview_date,home_team,away_team,url
E0,2009-08-15,aston villa,wigan,0,2,A,0,1,A,M Clattenburg,11,14,5,7,15,14,4,6,2,2,0,0,1.67,3.6,5.5,1.65,3.4,5.0,1.67,3.5,5.25,1.7,3.5,4.9,1.67,3.3,4.5,1.65,3.4,5.0,1.7,3.4,5.5,1.67,3.6,5.5,1.7,3.4,5.0,1.62,3.5,5.5,37,1.72,1.66,3.77,3.51,6.05,5.33,32,2.04,1.92,1.91,1.81,21,0.0,1.28,1.22,4.4,3.99,,,,,
E0,2009-08-15,blackburn,man city,0,2,A,0,1,A,M Dean,17,8,9,5,12,9,5,4,2,1,0,0,3.6,3.25,2.1,3.4,3.15,2.0,3.4,3.25,2.1,3.2,3.2,2.2,3.0,3.2,2.1,3.15,3.25,2.1,3.5,3.2,2.15,3.3,3.25,2.2,3.25,3.2,2.2,3.3,3.2,2.2,38,3.78,3.37,3.35,3.24,2.25,2.12,33,2.15,2.04,1.78,1.71,24,0.0,2.58,2.38,1.6,1.54,,,,,
E0,2009-08-15,bolton,sunderland,0,1,A,0,1,A,A Marriner,11,20,3,13,16,10,4,7,2,1,0,0,2.25,3.25,3.25,2.15,3.15,3.15,2.25,3.25,3.1,2.2,3.2,3.2,2.1,3.2,3.0,2.25,3.2,2.9,2.3,3.2,3.2,2.3,3.25,3.1,2.25,3.2,3.1,2.2,3.2,3.3,38,2.37,2.24,3.31,3.2,3.4,3.15,33,2.25,2.12,1.7,1.66,23,0.0,1.68,1.61,2.33,2.23,,,,,
E0,2009-08-15,chelsea,hull,2,1,H,1,1,D,A Wiley,26,7,12,3,13,15,12,4,1,2,0,0,1.17,6.5,21.0,1.17,6.0,13.0,1.2,6.0,15.0,1.2,5.5,14.0,1.17,5.5,12.0,1.17,5.75,15.0,1.17,6.5,21.0,1.18,6.5,17.0,1.17,6.0,17.0,1.2,5.5,19.0,38,1.2,1.17,7.71,6.26,23.14,16.39,34,1.67,1.58,2.44,2.26,22,0.0,1.03,1.02,17.05,12.96,,,,,
E0,2009-08-15,everton,arsenal,1,6,A,0,3,A,M Halsey,8,15,5,9,11,13,4,9,0,0,0,0,3.2,3.25,2.3,2.95,3.15,2.25,3.0,3.25,2.3,3.1,3.1,2.3,2.88,3.0,2.25,3.0,3.2,2.2,3.2,3.2,2.3,3.25,3.25,2.25,2.9,3.3,2.3,3.25,3.2,2.2,38,3.34,3.07,3.34,3.21,2.42,2.28,34,2.2,2.06,1.77,1.7,24,0.0,2.27,2.2,1.73,1.63,,,,,
E0,2009-08-15,portsmouth,fulham,0,1,A,0,1,A,M Atkinson,16,9,4,3,11,18,6,4,3,2,0,0,2.63,3.2,2.75,2.3,3.15,2.85,2.6,3.25,2.6,2.5,3.2,2.7,2.38,3.2,2.6,2.4,3.2,2.7,2.75,3.2,2.6,2.63,3.2,2.7,2.62,3.2,2.62,2.5,3.2,2.75,38,2.81,2.53,3.25,3.18,2.9,2.73,33,2.28,2.12,1.7,1.65,23,0.0,1.98,1.83,2.05,1.95,,,,,
E0,2009-08-15,stoke,burnley,2,0,H,2,0,H,S Bennett,12,9,5,5,15,10,3,6,2,2,0,0,1.91,3.3,4.33,1.85,3.2,4.0,1.9,3.3,4.0,1.9,3.3,3.9,1.91,3.2,3.5,1.9,3.25,3.75,2.0,3.2,4.0,1.91,3.25,4.33,1.9,3.25,4.0,1.91,3.3,4.0,38,2.0,1.91,3.47,3.29,4.36,4.02,33,2.25,2.1,1.71,1.67,22,0.0,1.45,1.39,3.05,2.85,,,,,
E0,2009-08-15,wolves,west ham,0,2,A,0,1,A,C Foy,19,16,11,13,9,5,8,6,0,0,0,0,2.63,3.3,2.7,2.55,3.15,2.55,2.5,3.2,2.75,2.55,3.3,2.55,2.38,3.2,2.6,2.5,3.2,2.6,2.62,3.2,2.7,2.6,3.2,2.75,2.5,3.25,2.62,2.5,3.25,2.7,38,2.78,2.57,3.3,3.19,2.87,2.68,33,2.16,2.03,1.8,1.72,22,0.0,1.95,1.85,2.0,1.92,,,,,
E0,2009-08-16,man united,birmingham,1,0,H,1,0,H,L Mason,26,6,17,4,13,7,13,2,1,1,0,0,1.2,6.0,17.0,1.2,5.5,12.0,1.2,6.0,15.0,1.2,5.7,12.0,1.17,5.5,12.0,1.18,5.5,13.0,1.2,5.5,19.0,1.2,6.0,17.0,1.17,6.0,17.0,1.2,5.5,19.0,38,1.23,1.19,6.62,5.91,21.0,14.99,33,1.69,1.62,2.35,2.18,20,0.0,1.04,1.02,15.0,11.42,,,,,
E0,2009-08-16,tottenham,liverpool,2,1,H,1,0,H,P Dowd,17,6,11,3,14,16,6,5,3,3,0,0,3.2,3.25,2.3,3.25,3.15,2.1,3.1,3.2,2.25,3.1,3.1,2.3,3.0,3.2,2.1,3.0,3.2,2.2,3.2,3.2,2.3,3.0,3.25,2.2,3.0,3.25,2.25,3.2,3.2,2.2,36,3.31,3.13,3.4,3.22,2.39,2.23,31,2.07,1.95,1.85,1.79,21,0.0,2.38,2.24,1.73,1.61,,,,,
E0,2009-08-18,sunderland,chelsea,1,3,A,1,0,H,S Bennett,4,20,3,9,14,10,1,14,2,2,0,0,6.5,4.0,1.53,6.5,3.85,1.45,7.0,3.75,1.5,6.7,3.8,1.5,6.5,3.6,1.57,6.0,3.75,1.5,7.5,3.8,1.5,7.0,3.75,1.53,6.5,3.5,1.57,7.0,3.5,1.53,36,7.95,6.88,4.19,3.8,1.57,1.51,32,2.08,1.95,1.88,1.81,23,0.0,5.5,4.94,1.18,1.15,,,,,
E0,2009-08-18,wigan,wolves,0,1,A,0,1,A,M Jones,18,9,5,3,8,21,4,4,0,3,0,0,1.73,3.6,5.25,1.65,3.4,5.0,1.7,3.4,5.25,1.75,3.5,4.6,1.73,3.5,5.0,1.7,3.6,4.2,1.8,3.25,5.0,1.73,3.5,5.0,1.67,3.5,5.0,1.73,3.4,5.0,37,1.75,1.69,3.82,3.51,6.06,5.2,32,2.26,2.12,1.76,1.68,23,0.0,1.28,1.25,4.07,3.67,,,,,
E0,2009-08-19,birmingham,portsmouth,1,0,H,0,0,D,L Probert,9,9,5,4,11,20,4,5,0,5,0,0,2.0,3.3,4.0,1.9,3.25,3.75,2.0,3.3,3.6,2.15,3.25,3.25,2.1,3.3,3.5,2.0,3.25,3.4,2.05,3.25,3.75,2.0,3.4,3.75,2.0,3.25,3.5,2.1,3.2,3.5,37,2.1,2.04,3.43,3.27,4.16,3.64,31,2.39,2.21,1.67,1.62,22,0.0,1.53,1.48,3.0,2.51,,,,,
E0,2009-08-19,burnley,man united,1,0,H,1,0,H,A Wiley,8,18,2,9,8,12,1,12,2,1,0,0,9.5,5.0,1.33,9.0,4.5,1.3,10.0,4.75,1.3,8.5,4.5,1.35,12.0,5.0,1.29,9.0,4.75,1.28,11.0,4.5,1.33,11.0,5.0,1.3,9.5,4.5,1.33,9.0,4.75,1.33,37,12.0,9.79,5.12,4.78,1.37,1.32,31,1.91,1.77,2.1,1.98,22,0.0,10.0,7.79,1.08,1.06,,,,,
E0,2009-08-19,hull,tottenham,1,5,A,1,3,A,C Foy,9,18,7,12,23,13,6,5,3,2,0,0,3.75,3.5,2.0,3.65,3.3,1.9,3.75,3.33,1.95,3.6,3.3,2.0,4.0,3.2,2.0,3.4,3.25,2.0,4.0,3.2,2.0,3.75,3.4,2.0,3.4,3.25,2.0,3.75,3.25,2.0,37,4.24,3.8,3.6,3.35,2.0,1.96,31,2.04,1.94,1.89,1.81,22,0.0,3.0,2.68,1.45,1.42,,,,,
E0,2009-08-19,liverpool,stoke,4,0,H,2,0,H,P Walton,18,6,13,3,10,9,11,5,0,1,0,0,1.25,5.5,13.0,1.2,5.25,13.0,1.25,5.5,11.0,1.22,5.3,13.0,1.3,4.5,13.0,1.22,5.25,11.0,1.25,5.0,15.0,1.25,5.5,12.0,1.29,4.5,11.0,1.25,5.5,11.0,37,1.3,1.25,6.0,5.25,17.3,12.84,31,1.82,1.74,2.21,2.02,22,0.0,1.06,1.04,11.0,9.32,,,,,
E0,2009-08-22,arsenal,portsmouth,4,1,H,2,1,H,S Bennett,19,9,16,4,9,10,8,4,1,0,0,0,1.17,7.0,19.0,1.15,6.0,15.0,1.2,5.75,14.0,1.2,5.5,14.0,1.2,6.0,15.0,1.17,6.0,13.0,1.17,6.5,19.0,1.18,6.5,15.0,1.17,6.5,15.0,1.17,7.0,17.0,38,1.2,1.18,7.5,6.41,24.5,15.98,30,1.68,1.62,2.41,2.21,21,0.0,1.03,1.02,15.71,12.0,"Peter Storrie says he has a mystery new backer who will fund a rescue act at Portsmouth. The club would then, presumably, be in a position to meet its scheduled loan repayment of £24-36m by Monday week, meaning it would not have to sell more players and the only way would be up. Excellent. The pessimistic reading as push comes to shove at Fratton Park is somewhat darker. Thank goodness then for respite today, with 90 minutes against a struggling team, whose confidence has been shot to piece by the naysayers. Hang on a minute... David Hytner",2009-08-21,arsenal,portsmouth,https://www.theguardian.com/football/2009/aug/21/squad-sheets-arsenal-portsmouth
E0,2009-08-22,birmingham,stoke,0,0,D,0,0,D,C Foy,8,13,6,3,8,13,3,3,0,3,0,0,2.3,3.2,3.25,2.1,3.2,3.2,2.25,3.25,3.1,2.2,3.2,3.2,2.25,3.25,3.25,2.15,3.2,3.1,2.3,3.2,3.2,2.38,3.25,3.0,2.1,3.25,3.4,2.3,3.2,3.2,38,2.38,2.23,3.32,3.21,3.66,3.24,30,2.4,2.23,1.68,1.62,21,0.0,1.65,1.59,2.48,2.29,"If Birmingham are to stay in the Premier League for more than their usual season this is the sort of home fixture they need to win on a regular basis. Stoke can be sticky opponents but their away record was poor last season and even a point at St Andrew's today would be a small triumph. With Grégory Vignal and Cameron Jerome carrying knocks Alex McLeish may have to make changes, one of which would mean a start up front for record-signing Christian Benítez. Lee Bowyer is set to play in midfield after completing a suspension. David Lacey",2009-08-21,birmingham,stoke,https://www.theguardian.com/football/2009/aug/21/squad-sheets-birmingham-stoke
E0,2009-08-22,hull,bolton,1,0,H,0,0,D,M Jones,12,20,5,10,19,19,4,12,3,2,0,0,2.6,3.25,2.8,2.35,3.1,2.85,2.5,3.2,2.75,2.3,3.25,2.95,2.5,3.25,2.8,2.35,3.2,2.75,2.5,3.2,2.88,2.38,3.25,3.0,2.4,3.25,2.8,2.5,3.2,2.88,37,2.68,2.46,3.4,3.22,3.0,2.84,30,2.15,2.04,1.83,1.73,21,0.0,1.88,1.75,2.12,2.0,"Any optimism generated by Hull's narrow defeat at Chelsea in their opening fixture was quickly dissipated by the manner in which Phil Brown's side was dismantled by Spurs in midweek. Bolton also made a poor start at home to Sunderland but their new signings Sean Davis, Paul Robinson, Zat Knight and Sam Ricketts give them scope for improvement while Brown will be hoping the American striker Jozy Altidore, available after visa problems, can give his toothless Tigers some bite up front. One thing is for sure – it won't be pretty. Richard Rae",2009-08-21,hull,bolton,https://www.theguardian.com/football/2009/aug/21/squad-sheets-hull-bolton
E0,2009-08-22,man city,wolves,1,0,H,1,0,H,L Mason,16,10,11,2,7,11,5,6,0,1,0,0,1.33,4.5,12.0,1.25,4.85,10.5,1.33,4.5,10.0,1.35,4.5,8.5,1.33,5.0,9.0,1.25,5.0,10.0,1.36,4.33,10.0,1.33,4.5,11.0,1.33,4.5,9.0,1.36,4.5,10.0,38,1.37,1.32,5.5,4.73,12.17,10.25,29,1.77,1.68,2.25,2.12,21,0.0,1.09,1.06,9.5,7.65,"These are truly glorious times for the new and improved Manchester City. Having beaten Blackburn last week, Mark Hughes' side then overcame Barcelona at Camp Nou on the same night local rivals United were losing at Burnley. But City being City, there remains every chance they will slip-up against a newly promoted side in front of their fans. Wolves also arrive at Eastlands buoyed by their midweek win at Wigan – their first ever away victory in the Premier League. Carlos Tevez should make his full debut for the hosts. Sachin Nakrani",2009-08-21,man city,wolves,https://www.theguardian.com/football/2009/aug/21/squad-sheets-manchester-city-wolverhampton-wanderers
E0,2009-08-22,sunderland,blackburn,2,1,H,1,1,D,A Wiley,8,18,5,5,12,14,0,10,2,1,0,0,2.1,3.25,3.75,2.0,3.2,3.45,2.0,3.25,3.75,2.1,3.25,3.4,2.1,3.6,3.25,2.0,3.25,3.4,2.1,3.2,3.6,2.0,3.3,3.8,2.0,3.2,3.75,2.1,3.2,3.6,37,2.16,2.07,3.4,3.22,3.86,3.6,30,2.25,2.08,1.79,1.7,21,0.0,1.54,1.48,2.76,2.54,"As a former Newcastle United manager, Blackburn's Sam Allardyce can expect a hot reception. Steve Bruce, meanwhile, anticipates a somewhat gruelling afternoon. ""Sam is very, very well organised and his teams play to a system which is not always easy on the eye but is very effective,"" said Sunderland's manager. ""But these are the games we are going to be judged on."" This is the home side's third match in a week and, with injuries mounting, it will be intriguing to see if Bruce offers fit crowd favourite Andy Reid a start. Louise Taylor",2009-08-21,sunderland,blackburn,https://www.theguardian.com/football/2009/aug/21/squad-sheets-sunderland-blackburn-rovers
E0,2009-08-22,wigan,man united,0,5,A,0,0,D,H Webb,16,16,7,13,11,8,3,5,2,2,0,0,6.5,4.0,1.53,6.0,3.6,1.52,6.5,3.75,1.53,5.6,3.6,1.6,7.0,4.0,1.5,5.75,3.8,1.5,7.0,3.75,1.53,7.0,4.0,1.5,7.0,3.75,1.5,6.5,4.0,1.53,38,7.1,6.48,4.08,3.83,1.6,1.53,30,2.14,1.97,1.86,1.79,21,0.0,5.05,4.68,1.2,1.16,"Manchester United's 1-0 defeat at Burnley on Wednesday already represents one of the more astounding results that will happen in the entire Premier League season. United, however, are unlikely to play so badly again and have an immaculate record against Wigan since their promotion to the top division. The fit-again Nemanja Vidic and Gary Neville are in line to start but Rio Ferdiand is likely to miss out. Antonio Valencia, signed from Wigan for £17m earlier this summer, will be keen to impress against his old club. Daniel Taylor",2009-08-21,wigan,man united,https://www.theguardian.com/football/2009/aug/21/squad-sheets-manchester-united-wigan-athletic
E0,2009-08-23,burnley,everton,1,0,H,1,0,H,P Dowd,8,17,4,11,11,13,3,7,1,0,0,0,3.4,3.3,2.2,3.1,3.2,2.15,3.3,3.25,2.15,3.0,3.2,2.3,3.2,3.2,2.3,3.0,3.2,2.2,3.2,3.3,2.25,3.25,3.3,2.2,3.0,3.25,2.25,3.3,3.2,2.25,37,3.63,3.34,3.37,3.25,2.25,2.17,29,2.21,2.03,1.85,1.74,19,0.0,2.65,2.35,1.62,1.56,"Turf Moor thrived on its first top-flight game for 33 years and Owen Coyle's team will be confident of continuing the momentum that stunned Manchester United. Coyle's fellow Scot, David Moyes, must hope the final hour against Sigma Olomouc in the Europa League marked a U-turn in Everton's early season form but, with the Joleon Lescott saga ongoing, Phil Neville required as an emergency central defender and still no reinforcements in place, the visitors face an arduous task to recover from their Arsenal humbling. Andy Hunter",2009-08-21,burnley,everton,https://www.theguardian.com/football/2009/aug/21/squad-sheets-burnley-everton
E0,2009-08-23,fulham,chelsea,0,2,A,0,1,A,A Marriner,4,12,1,4,11,10,4,7,0,0,0,0,6.5,3.8,1.57,6.25,3.6,1.5,6.5,3.6,1.55,6.0,3.7,1.55,7.0,3.75,1.53,5.5,3.5,1.57,7.0,3.5,1.57,6.5,3.75,1.57,6.5,3.75,1.5,6.5,3.6,1.57,37,7.12,6.35,4.02,3.7,1.62,1.56,29,2.08,1.95,1.93,1.8,19,0.0,5.05,4.51,1.2,1.17,"The achievements of Fulham, who came seventh last season, often go unnoticed, but they will not have escaped Chelsea. The visitors' prospects of maintaining a perfect record in these early days are now enhanced, however, by the fact that the Fulham striker Andrew Johnson suffered a collarbone injury last night against Ankar Perm. Roy Hodgson's team still has some cause to feel buoyant. Fulham have scored 10 goals while winning all four of their fixtures so far, even if three of them were Europa League qualifiers. Kevin McCarra",2009-08-21,fulham,chelsea,https://www.theguardian.com/football/2009/aug/21/squad-sheets-fulham-chelsea
E0,2009-08-23,west ham,tottenham,1,2,A,0,0,D,M Clattenburg,17,17,8,10,13,11,4,8,2,1,0,0,3.1,3.25,2.38,2.85,3.25,2.25,3.0,3.25,2.3,3.05,3.2,2.25,3.0,3.25,2.38,2.8,3.3,2.25,3.1,3.3,2.3,3.1,3.3,2.3,3.0,3.25,2.3,3.1,3.2,2.38,38,3.37,3.03,3.44,3.27,2.45,2.31,29,2.0,1.9,1.96,1.85,20,0.0,2.38,2.16,1.75,1.65,"The current league leaders step out into the feverish atmosphere generated by this fixture attempting to maintain rare momentum. It took Tottenham 10 games last season to muster the six points they boast from two fixtures this time around, and eight, seven and six matches in the three years before. The midweek thumping of Hull City sharpened Jermain Defoe up for a return to his former club though West Ham, impressive in defeating Wolves and a slick threat under Gianfranco Zola, will provide a sterner test of their mettle. Dominic Fifield",2009-08-21,west ham,tottenham,https://www.theguardian.com/football/2009/aug/21/squad-sheets-west-ham-tottenham
E0,2009-08-24,liverpool,aston villa,1,3,A,0,2,A,M Atkinson,21,7,12,4,15,11,10,4,3,2,0,0,1.44,4.2,8.0,1.4,4.0,7.25,1.42,4.0,8.0,1.4,4.3,7.5,1.4,4.5,8.0,1.45,3.75,7.0,1.44,4.0,8.0,1.44,4.33,7.5,1.4,4.0,8.0,1.44,4.0,8.0,35,1.46,1.43,4.7,4.09,9.6,7.87,28,1.92,1.82,2.06,1.93,19,0.0,1.13,1.11,6.63,5.85,"Despite their 4-0 win over Stoke, Liverpool remain a club rocking on its heels following the departure of Xabi Alonso and a clutch of injuries that has left the squad looking bare. But after the opening day defeat at White Hart Lane, another reversal so soon into the new season is unthinkable. It helps, then, that they are facing a side that has lost its last two games and failed to score on either occasion. Aston Villa could also be without Curtis Davies after he injured his shoulder in Thursday's defeat to Rapid Vienna. Sachin Nakrani",2009-08-21,liverpool,aston villa,https://www.theguardian.com/football/2009/aug/21/squad-sheets-liverpool-aston-villa
E0,2009-08-29,blackburn,west ham,0,0,D,0,0,D,P Dowd,19,11,9,5,13,18,5,2,1,3,0,0,2.2,3.3,3.5,2.1,3.2,3.2,2.1,3.2,3.5,2.2,3.2,3.2,2.1,3.2,3.0,2.2,3.2,3.0,2.2,3.2,3.4,2.2,3.25,3.3,2.2,3.2,3.2,2.2,3.2,3.2,37,2.3,2.18,3.4,3.23,3.72,3.31,30,2.38,2.21,1.69,1.62,22,0.0,1.65,1.57,2.56,2.32,,,,,
E0,2009-08-29,bolton,liverpool,2,3,A,1,1,D,A Wiley,8,26,5,14,14,7,5,11,3,1,1,0,7.0,4.0,1.53,6.0,3.75,1.5,6.0,3.75,1.55,6.0,3.7,1.55,5.0,3.5,1.57,5.5,3.6,1.55,7.0,3.75,1.53,6.0,3.8,1.57,6.0,3.6,1.57,5.0,4.0,1.57,37,7.1,6.29,4.25,3.79,1.58,1.55,30,1.98,1.88,2.01,1.87,22,0.0,5.05,4.47,1.2,1.17,,,,,
E0,2009-08-29,chelsea,burnley,3,0,H,1,0,H,M Clattenburg,27,3,17,0,7,5,10,1,0,1,0,0,1.14,8.0,21.0,1.1,8.0,15.0,1.15,7.0,15.0,1.17,6.0,15.0,1.14,6.0,12.0,1.12,7.0,15.0,1.14,7.0,21.0,1.14,7.5,19.0,1.14,6.5,17.0,1.12,7.0,21.0,37,1.17,1.14,9.3,7.28,24.0,17.87,30,1.55,1.49,2.72,2.5,21,0.0,1.01,1.01,15.0,12.74,,,,,
E0,2009-08-29,man united,arsenal,2,1,H,0,1,A,M Dean,10,9,4,3,21,15,6,5,3,6,0,0,2.2,3.3,3.5,2.05,3.3,3.2,2.1,3.25,3.4,2.0,3.3,3.6,2.0,3.0,3.5,2.1,3.2,3.2,2.15,3.2,3.5,2.1,3.25,3.6,2.1,3.2,3.4,2.15,3.2,3.4,37,2.28,2.13,3.43,3.26,3.6,3.4,30,2.13,2.04,1.85,1.72,22,0.0,1.62,1.52,2.5,2.42,,,,,
E0,2009-08-29,stoke,sunderland,1,0,H,1,0,H,M Jones,13,9,7,6,9,8,10,10,0,2,0,0,2.38,3.25,3.2,2.3,3.2,2.8,2.3,3.25,3.0,2.3,3.2,3.0,2.2,3.2,2.8,2.3,3.2,2.8,2.38,3.1,3.1,2.38,3.25,3.0,2.2,3.2,3.2,2.38,3.2,2.88,37,2.48,2.34,3.3,3.21,3.24,3.01,30,2.4,2.24,1.67,1.6,22,0.0,1.74,1.67,2.25,2.13,,,,,
E0,2009-08-29,tottenham,birmingham,2,1,H,0,0,D,P Walton,20,11,14,6,12,10,7,3,2,2,0,0,1.36,4.75,9.0,1.35,4.25,8.0,1.38,4.6,7.5,1.35,4.5,8.5,1.33,4.0,8.0,1.33,4.33,8.5,1.33,4.6,10.0,1.36,4.33,10.0,1.36,4.33,9.0,1.33,4.33,10.0,37,1.4,1.36,5.1,4.47,11.02,9.08,30,1.79,1.72,2.22,2.05,22,0.0,1.1,1.08,7.5,6.84,,,,,
E0,2009-08-29,wolves,hull,1,1,D,0,1,A,S Attwell,24,5,17,4,11,15,8,2,0,2,0,0,2.1,3.3,3.6,2.0,3.15,3.5,2.05,3.25,3.5,2.2,3.2,3.2,2.1,3.2,3.0,2.1,3.2,3.2,2.1,3.25,3.6,2.1,3.25,3.6,2.0,3.3,3.6,2.1,3.2,3.4,37,2.17,2.09,3.48,3.26,3.76,3.48,30,2.19,2.08,1.79,1.7,22,0.0,1.56,1.48,2.65,2.5,,,,,
E0,2009-08-30,aston villa,fulham,2,0,H,1,0,H,S Bennett,9,6,4,3,9,9,9,4,1,2,0,0,1.73,3.6,5.25,1.65,3.5,4.75,1.73,3.5,4.75,1.77,3.45,4.45,1.73,3.4,4.0,1.7,3.4,4.5,1.73,3.4,5.25,1.73,3.5,5.0,1.7,3.4,5.0,1.73,3.4,5.0,38,1.8,1.73,3.71,3.47,5.54,4.91,30,2.25,2.1,1.75,1.68,22,0.0,1.3,1.27,3.85,3.5,,,,,
E0,2009-08-30,everton,wigan,2,1,H,0,0,D,L Probert,26,12,14,7,11,24,12,5,1,5,0,0,1.73,3.6,5.25,1.65,3.4,5.0,1.75,3.5,4.5,1.7,3.5,4.9,1.8,3.2,4.0,1.7,3.4,4.5,1.75,3.3,5.25,1.73,3.5,5.0,1.75,3.4,4.5,1.73,3.25,5.0,37,1.8,1.73,3.75,3.49,5.45,4.87,30,2.16,2.06,1.85,1.71,21,0.0,1.33,1.28,3.85,3.45,,,,,
E0,2009-08-30,portsmouth,man city,0,1,A,0,1,A,H Webb,11,12,6,8,12,7,3,11,2,1,0,0,6.5,3.8,1.57,6.0,3.7,1.5,6.25,3.6,1.57,5.3,3.5,1.65,4.5,3.5,1.62,5.75,3.6,1.53,6.0,3.8,1.57,6.5,3.75,1.57,5.5,3.6,1.62,5.5,3.75,1.57,37,6.84,5.99,4.01,3.67,1.65,1.58,30,2.04,1.94,1.92,1.81,21,0.0,4.65,4.29,1.21,1.18,,,,,
E0,2009-09-12,blackburn,wolves,3,1,H,1,0,H,S Bennett,13,9,10,5,13,16,10,6,1,2,0,0,1.83,3.5,4.5,1.85,3.25,4.0,1.85,3.4,4.1,1.85,3.4,4.0,1.83,3.4,4.5,1.8,3.25,4.2,1.85,3.3,4.5,1.8,3.5,4.5,1.85,3.3,4.33,1.83,3.3,4.75,40,1.88,1.84,3.61,3.4,5.1,4.41,31,2.25,2.13,1.76,1.66,21,0.0,1.38,1.33,3.59,3.13,"A Gaël Givet header from a set piece is the sum total of Blackburn's goal tally in the Premier League so far this season and while their manager, Sam Allardyce, acknowledges that his team are never likely to be prolific, that has to change against Wolves today if they are to avoid being cut adrift so early in the season. Mick McCarthy's team will head to Ewood Park looking to exploit Blackburn's desperation for goals and will fancy their chances of adding to a creditable total of four points from four matches. Ian Bayley",2009-09-11,blackburn,wolves,https://www.theguardian.com/football/2009/sep/11/squad-sheets-blackburn-wolves
E0,2009-09-12,liverpool,burnley,4,0,H,2,0,H,L Mason,27,6,16,3,8,10,7,5,0,2,0,0,1.2,6.5,15.0,1.2,5.55,11.0,1.2,6.0,13.0,1.22,5.3,13.0,1.17,7.0,15.0,1.13,6.6,15.0,1.17,6.5,17.0,1.18,6.5,15.0,1.2,5.5,15.0,1.2,6.0,17.0,40,1.21,1.19,7.3,6.31,23.0,15.25,31,1.68,1.6,2.38,2.24,19,0.0,1.04,1.02,15.28,11.71,"Arsenal's trip to Eastlands combined with Tottenham's hosting of Manchester United offers Liverpool the chance to make ground on the leading pack. They will need to seize the opportunity, too, if a faltering title challenge is not to collapse completely. The anxiety of Liverpool's supporters will be raised by memories of Burnley's triumph over their side in the 2005 FA Cup but thankfully for them, Djimi Traoré no longer plays for the club. Instead, Fábio Aurélio should come in at left-back following his recovery from injury. Sachin Nakrani",2009-09-11,liverpool,burnley,https://www.theguardian.com/football/2009/sep/11/squad-sheets-liverpool-burnley
E0,2009-09-12,man city,arsenal,4,2,H,1,0,H,M Clattenburg,10,19,6,9,13,12,3,12,3,2,0,0,2.88,3.25,2.5,2.8,3.2,2.3,2.8,3.25,2.45,2.7,3.2,2.5,3.0,3.25,2.38,2.7,3.25,2.35,2.9,3.3,2.4,2.75,3.3,2.5,2.9,3.2,2.4,2.9,3.25,2.4,40,3.05,2.83,3.41,3.25,2.61,2.47,31,2.0,1.89,1.98,1.86,23,0.0,2.19,2.01,1.88,1.77,"Carlos Tevez will be missing for Manchester City, and probably Robinho too, but the central figure today was always going to be Emmanuel Adebayor, formerly of Arsenal and now desperate to prove a point or two to the supporters who, he claims, hounded him out. ""He's on fire,"" says Arsène Wenger, the Arsenal manager, ""and we have to put it out."" Wenger's team will stand a good chance if they can reproduce their performance from their last trip to Manchester, the undeserved 2-1 defeat at Old Trafford a fortnight ago. Daniel Taylor",2009-09-11,man city,arsenal,https://www.theguardian.com/football/2009/sep/11/squad-sheets-manchester-city-arsenal
E0,2009-09-12,portsmouth,bolton,2,3,A,1,2,A,C Foy,21,14,11,6,17,17,7,5,2,0,0,0,2.6,3.2,2.8,2.5,3.15,2.6,2.5,3.2,2.75,2.4,3.2,2.85,2.6,3.25,2.7,2.5,3.2,2.6,2.5,3.2,2.88,2.5,3.2,2.88,2.5,3.2,2.7,2.4,3.25,2.9,33,2.64,2.51,3.3,3.2,3.02,2.82,27,2.33,2.19,1.7,1.63,18,0.0,1.84,1.79,2.15,2.01,"Portsmouth will be hoping that a rush of last-minute signings can reverse a dreadful start to the season that has seen them lose all four of their games and score just a single goal. Bolton have also started badly and would appear to be vulnerable, having not won away in the Premier League since November last year. The former Portsmouth midfielder Sean Davis is suspended for the trip to his old club, having picked up two yellow cards and one red in three appearances since moving to the Reebok Stadium in the summer. Richard Flower",2009-09-11,portsmouth,bolton,https://www.theguardian.com/football/2009/sep/11/squad-sheets-portsmouth-bolton-wanderers
