Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2014-10-20,west brom,man united,2.0,2.0,D,1.0,0.0,H,M Dean,8.0,22.0,2.0,7.0,6.0,8.0,0.0,11.0,1.0,2.0,0.0,0.0,5.0,4.0,1.75,4.5,4.1,1.75,4.7,3.6,1.7,5.0,4.0,1.7,5.05,3.97,1.75,5.0,3.4,1.75,,,,5.0,3.9,1.75,46.0,5.2,4.83,4.1,3.83,1.78,1.73,44.0,1.82,1.73,2.2,2.07,24.0,1.0,1.71,1.66,2.35,2.26,4.83,3.94,1.79,"The Monday evening kick-off is good news for Chris Brunt, the West Bromwich Albion captain, as it gives him more time to recover from a groin injury picked up on international duty. The Albion manager, Alan Irvine, has described Brunt and his team-mates Chris Baird and Gareth McAuley as “absolutely delighted” about their recent success with Northern Ireland and will hope that they can carry that momentum into their club form. Rich Flower",2014-10-17,west brom,man united,https://www.theguardian.com/football/2014/oct/17/west-brom-manchester-united-match-preview
E0,2014-10-25,liverpool,hull,0.0,0.0,D,0.0,0.0,D,N Swarbrick,17.0,6.0,4.0,3.0,12.0,17.0,14.0,1.0,3.0,2.0,0.0,0.0,1.44,4.75,8.0,1.45,4.25,7.0,1.4,4.6,6.8,1.44,4.5,7.5,1.44,4.84,8.29,1.4,4.5,7.0,,,,1.45,4.75,8.0,44.0,1.47,1.43,5.0,4.55,9.0,7.75,37.0,1.63,1.59,2.48,2.32,25.0,-1.5,2.26,2.18,1.76,1.72,1.4,5.25,8.65,"Mario Balotelli should keep his place in Liverpool’s starting lineup because of the limited options available to Brendan Rodgers, despite enduring a week of criticism after below-par performances against QPR and Real Madrid. The Italian may be encouraged by the fact Hull have shipped 10 goals in their three most recent trips to Anfield. Will this be the afternoon things fall in to place? Alan Smith",2014-10-24,liverpool,hull,https://www.theguardian.com/football/2014/oct/24/liverpool-hull-city-match-preview
E0,2014-10-25,southampton,stoke,1.0,0.0,H,1.0,0.0,H,J Moss,20.0,8.0,2.0,1.0,10.0,12.0,6.0,3.0,0.0,2.0,0.0,0.0,1.65,4.0,6.0,1.65,3.75,6.0,1.6,3.8,5.2,1.6,3.8,6.0,1.65,4.1,5.94,1.6,3.6,5.5,,,,1.62,4.0,6.5,45.0,1.65,1.6,4.18,3.88,6.5,5.99,44.0,2.0,1.92,1.96,1.87,29.0,-1.0,2.14,2.04,1.86,1.83,1.61,4.15,6.4,"It would be an understatement to say that Southampton are going to struggle to better their performance last week. The 8-0 win over Sunderland was the most eye-catching result of the season so far but it is unlikely that there is going to be a repeat against Stoke City, who should provide a sturdier test for Ronald Koeman’s side. For Koeman, the challenge is to ensure his players maintain those high standards. Jacob Steinberg",2014-10-24,southampton,stoke,https://www.theguardian.com/football/2014/oct/24/southampton-stoke-city-match-preview
E0,2014-10-25,sunderland,arsenal,0.0,2.0,A,0.0,1.0,A,K Friend,11.0,15.0,3.0,5.0,11.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,5.5,3.8,1.73,5.25,3.7,1.72,4.9,3.7,1.65,5.0,3.75,1.7,5.21,3.95,1.74,4.8,3.75,1.65,,,,5.4,3.8,1.73,45.0,5.5,5.05,3.95,3.7,1.79,1.72,44.0,1.96,1.87,2.03,1.93,25.0,1.0,1.71,1.65,2.4,2.31,4.75,3.76,1.84,"Gus Poyet says he did not order an extra Sunday training session following last Saturday’s 8-0 surrender at Southampton as he “could not bear to look at” his Sunderland players. Atonement is demanded but Poyet’s team could probably have done without a visit from Arsenal at this delicate juncture. At least a mixture of injuries and Jack Wilshere’s suspension means Arsène Wenger is without nine first-teamers including Mesut Özil, Olivier Giroud and Theo Walcott. That just leaves Aaron Ramsey, Santi Cazorla and one time Sunderland loanee Danny Welbeck to cope with. Louise Taylor",2014-10-24,sunderland,arsenal,https://www.theguardian.com/football/2014/oct/24/sunderland-arsenal-match-preview
E0,2014-10-25,swansea,leicester,2.0,0.0,H,1.0,0.0,H,M Jones,7.0,9.0,3.0,4.0,7.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,1.95,3.7,4.2,1.95,3.6,4.0,1.85,3.45,4.0,1.95,3.5,4.0,1.92,3.72,4.37,1.95,3.5,3.6,,,,1.91,3.7,4.33,45.0,1.95,1.9,3.75,3.53,4.4,4.13,44.0,1.91,1.82,2.08,1.99,26.0,-0.5,1.92,1.89,2.03,1.99,1.84,3.76,4.74,"Swansea took nine points from nine in their opening three games but are now without a win in five. Leicester have struggled since a draw with Arsenal was followed by wins at home to Manchester United and away to Stoke. That result at the Britannia aside, they have failed to score in their other three games away from home. Both sides are badly in need of a morale-boosting win. Alan Smith",2014-10-24,swansea,leicester,https://www.theguardian.com/football/2014/oct/24/swansea-city-leicester-city-match-preview
E0,2014-10-25,west brom,crystal palace,2.0,2.0,D,0.0,2.0,A,M Clattenburg,17.0,8.0,4.0,6.0,14.0,8.0,6.0,3.0,3.0,1.0,0.0,0.0,1.91,3.6,4.5,1.91,3.4,4.0,1.9,3.45,3.8,1.9,3.4,4.0,1.89,3.62,4.65,1.85,3.3,4.2,,,,1.87,3.6,4.75,45.0,1.94,1.88,3.65,3.46,4.75,4.37,44.0,2.14,2.03,1.84,1.78,25.0,-0.5,1.91,1.87,2.07,2.0,1.85,3.81,4.61,"West Brom came desperately close to beating Manchester United on Monday, before Daley Blind rescued a point for the visitors. Optimism is building at The Hawthorns under Alan Irvine and Saido Berahino and Stéphane Sessègnon will likely cause Crystal Palace problems. Neil Warnock’s team have lost their past two games and are in need of finding some consistency. Alan Smith",2014-10-24,west brom,crystal palace,https://www.theguardian.com/football/2014/oct/24/west-brom-crystal-palace-match-preview
E0,2014-10-25,west ham,man city,2.0,1.0,H,1.0,0.0,H,M Atkinson,12.0,21.0,4.0,5.0,12.0,14.0,4.0,8.0,2.0,1.0,0.0,0.0,6.5,4.5,1.55,6.0,4.2,1.57,5.6,3.9,1.55,5.5,4.33,1.55,6.66,4.71,1.52,5.5,4.0,1.55,,,,6.5,4.5,1.53,45.0,6.7,6.07,4.75,4.34,1.57,1.53,37.0,1.58,1.54,2.62,2.41,29.0,1.0,2.08,2.02,1.89,1.84,6.53,4.66,1.53,"A critical and very difficult match for City, who crave a win in the early kick-off to edge closer to Chelsea before the league leaders’ game at Old Trafford. City were guilty of slipping into slackness in the second half of their Champions League clash with CSKA Moscow in midweek, and West Ham are as capable as the Russians of punishing them if they relapse. West Ham’s defence has been excellent all season but the in-form Sergio Agüero will give them their biggest test; though in Diafra Sakho and Enner Valenica, the Hammers have top strikers of their own. A fascinating contest is in store. Paul Doyle",2014-10-24,west ham,man city,https://www.theguardian.com/football/2014/oct/24/west-ham-manchester-city-match-preview
E0,2014-10-26,burnley,everton,1.0,3.0,A,1.0,2.0,A,A Marriner,14.0,15.0,3.0,6.0,12.0,7.0,5.0,4.0,4.0,2.0,0.0,0.0,4.75,3.75,1.83,4.6,3.6,1.85,4.2,3.5,1.8,4.33,3.6,1.83,4.49,3.81,1.87,4.33,3.6,1.75,,,,4.6,3.75,1.85,45.0,4.8,4.46,3.81,3.56,1.88,1.83,44.0,1.95,1.89,2.02,1.91,24.0,0.5,2.08,2.03,1.88,1.83,4.2,3.48,2.02,"Everton have overcome their slow start courtesy of a dazzling performance against Aston Villa last weekend but the Europa League hangover may be a concern following Thursday’s scoreless draw at Lille. They should still have enough impetus to overcome Burnley, who need a fit-again Danny Ings to reacquire his sharpness before their battle to stay up becomes insurmountable. Alan Smith",2014-10-24,burnley,everton,https://www.theguardian.com/football/2014/oct/24/burnley-everton-match-preview
E0,2014-10-26,man united,chelsea,1.0,1.0,D,0.0,0.0,D,P Dowd,19.0,9.0,7.0,4.0,13.0,14.0,4.0,7.0,3.0,5.0,0.0,1.0,2.88,3.6,2.5,2.75,3.5,2.55,2.6,3.2,2.6,2.8,3.4,2.4,2.92,3.5,2.55,2.88,3.3,2.4,,,,2.9,3.5,2.5,45.0,3.0,2.84,3.6,3.38,2.6,2.48,44.0,1.93,1.85,2.1,1.95,28.0,0.0,2.12,2.04,1.87,1.81,2.86,3.35,2.68,"Louis van Gaal insisted that Manchester United can catch Chelsea but victory for José Mourinho’s team at Old Trafford would see a 13-point gap opened up between the two. Diego Costa remains a doubt and Loïc Rémy is definitely ruled out, meaning Mourinho may lead the line with André Schürrle, who returns from illness. Wayne Rooney remains suspended for United. Alan Smith",2014-10-24,man united,chelsea,https://www.theguardian.com/football/2014/oct/24/manchester-united-chelsea-match-preview
E0,2014-10-26,tottenham,newcastle,1.0,2.0,A,1.0,0.0,H,A Taylor,17.0,8.0,2.0,2.0,9.0,12.0,10.0,2.0,2.0,4.0,0.0,0.0,1.75,3.9,5.0,1.8,3.75,4.6,1.7,3.6,4.7,1.7,3.8,5.0,1.76,3.93,5.03,1.7,3.75,4.4,,,,1.75,3.9,5.0,45.0,1.8,1.74,3.95,3.74,5.2,4.78,43.0,1.81,1.74,2.22,2.08,25.0,-0.75,2.02,1.97,1.93,1.9,1.56,4.45,6.6,"The pressure is not exactly off Alan Pardew, as he heads back to his home-town of London to face Tottenham but last Saturday’s home win over Leicester bought the Newcastle manager some respite. The long overdue first league victory of the season has, in Pardew’s words, given the club “the chance to build something” but the road ahead still looks long and arduous, and it will not be easy in the post-rabona landscape at White Hart Lane. David Hytner ",2014-10-24,tottenham,newcastle,https://www.theguardian.com/football/2014/oct/24/tottenham-hotspur-newcastle-united-match-preview
E0,2014-10-27,qpr,aston villa,2.0,0.0,H,1.0,0.0,H,L Mason,11.0,15.0,4.0,6.0,11.0,14.0,2.0,4.0,0.0,2.0,0.0,0.0,2.38,3.25,3.4,2.4,3.3,3.1,2.3,3.3,2.9,2.4,3.2,3.0,2.33,3.32,3.45,2.3,3.1,3.1,,,,2.38,3.25,3.4,43.0,2.4,2.33,3.32,3.2,3.45,3.23,41.0,2.4,2.27,1.7,1.62,23.0,-0.25,2.03,1.99,1.94,1.89,2.31,3.33,3.46,"What a week it has been at QPR. Insults have been traded between Harry Redknapp and Adel Taarabt via the press, and even Tony Fernandes was forced to wade in to quell the storm. It remains to be seen if Taarabt, described as three-stone overweight by his manager, will be selected here. QPR have won only once this season but Villa are in poor form themselves, losing four in succession. James Riach",2014-10-24,qpr,aston villa,https://www.theguardian.com/football/2014/oct/24/qpr-aston-villa-match-preview
E0,2014-11-01,arsenal,burnley,3.0,0.0,H,0.0,0.0,D,C Pawson,32.0,6.0,13.0,2.0,5.0,9.0,18.0,1.0,0.0,1.0,0.0,0.0,1.25,6.5,14.0,1.28,5.5,9.5,1.3,5.0,9.0,1.25,6.0,13.0,1.28,6.21,13.23,1.29,5.0,12.0,,,,1.29,6.0,12.0,46.0,1.3,1.27,6.5,5.81,14.0,11.61,40.0,1.6,1.55,2.68,2.42,28.0,-1.5,1.88,1.81,2.15,2.05,1.25,6.64,13.94,"It does not get any easier for Burnley as they chase their first victory of the season, even if Arsenal are, by Arsène Wenger’s admission, struggling to find their rhythm this season. Burnley have scored only five goals in nine league games and they are likely to adopt a familiar defensive approach, in order to retain a puncher’s chance. The onus is all on Arsenal to find the way through Burnley. They are desperate to find consistency. David Hytner",2014-10-31,arsenal,burnley,https://www.theguardian.com/football/2014/oct/31/arsenal-burnley-match-preview
E0,2014-11-01,chelsea,qpr,2.0,1.0,H,1.0,0.0,H,M Jones,18.0,7.0,8.0,1.0,8.0,12.0,13.0,2.0,0.0,0.0,0.0,0.0,1.17,8.5,21.0,1.18,6.25,15.0,1.17,6.5,14.0,1.18,7.5,19.0,1.19,7.8,19.99,1.17,6.5,19.0,,,,1.18,8.0,19.0,46.0,1.19,1.17,8.61,7.6,21.0,16.97,38.0,1.53,1.48,2.9,2.58,28.0,-2.0,1.93,1.87,2.1,1.99,1.16,8.72,21.42,"José Mourinho delivered his warning towards the end of his briefing when it was suggested QPR would arrive at Stamford Bridge with few expectations of any reward. “Why?” he snapped back. “They did in the past. They did recently. Why shouldn’t they expect?” A west-London derby might, indeed, eke an away performance from Harry Redknapp’s team against the leaders. Diego Costa will return as Chelsea aim to avoid an upset. Dominic Fifield",2014-10-31,chelsea,qpr,https://www.theguardian.com/football/2014/oct/31/chelsea-queens-park-rangers-match-preview
E0,2014-11-01,everton,swansea,0.0,0.0,D,0.0,0.0,D,K Friend,17.0,8.0,3.0,0.0,10.0,15.0,11.0,0.0,2.0,3.0,0.0,1.0,1.75,3.8,5.25,1.75,3.6,4.5,1.72,3.6,4.6,1.75,3.8,5.0,1.74,3.85,5.39,1.75,3.25,5.5,,,,1.73,3.8,5.4,46.0,1.76,1.72,3.9,3.64,5.5,5.15,44.0,1.88,1.78,2.12,2.02,25.0,-1.0,2.39,2.28,1.7,1.66,1.92,3.6,4.52,"Roberto Martínez’s side are aiming for a hat-trick of league wins for the first time this season but face a Swansea team who returned to form against Leicester last weekend and will be smarting from their Capital One Cup exit at Liverpool on Tuesday. Defender Federico Fernández is available after his costly red card at Anfield was rescinded, while the influential duo of Wilfried Bony and Gylfi Sigurdsson should return to bolster their starting lineup. Andy Hunter",2014-10-31,everton,swansea,https://www.theguardian.com/football/2014/oct/31/everton-swansea-city-match-preview
E0,2014-11-01,hull,southampton,0.0,1.0,A,0.0,1.0,A,M Atkinson,8.0,10.0,1.0,3.0,6.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,3.8,3.6,2.05,3.6,3.3,2.05,3.3,3.3,2.1,3.8,3.5,2.05,4.01,3.61,2.03,3.75,3.1,2.1,,,,4.1,3.6,2.0,46.0,4.1,3.85,3.6,3.42,2.1,2.01,45.0,2.08,1.98,1.88,1.82,25.0,0.5,1.93,1.87,2.04,2.0,4.28,3.83,1.9,"Steve Bruce’s Hull City play host to Southampton, a team in red hot form, who in their last six games have outperformed league leaders Chelsea. Graziano Pellè leads the line and will be keen to add to his tally. Hull are missing key players in Nikica Jelavic and Michael Dawson, which could seriously hinder their chances of improving a poor record at home. Graham Searles",2014-10-31,hull,southampton,https://www.theguardian.com/football/2014/oct/31/hull-city-southampton-match-preview
E0,2014-11-01,leicester,west brom,0.0,1.0,A,0.0,0.0,D,S Attwell,14.0,8.0,5.0,3.0,5.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,2.3,3.5,3.3,2.3,3.3,3.0,2.2,3.3,3.1,2.25,3.4,3.4,2.35,3.46,3.27,2.38,3.2,3.1,,,,2.38,3.5,3.2,46.0,2.38,2.27,3.5,3.37,3.4,3.2,45.0,1.95,1.85,2.01,1.94,25.0,-0.25,2.01,1.97,1.95,1.9,2.51,3.48,2.99,Leicester City will want to return to winning ways against West Bromwich Albion and reverse the downward spiral they have found themselves falling into in recent weeks. West Brom’s Seido Berahino is the man to stop for Leicester City in order to secure a victory and quite possibly a clean sheet. The young British striker has been the Baggies’ only goal threat this season. Graham Searles,2014-10-31,leicester,west brom,https://www.theguardian.com/football/2014/oct/31/leicester-city-west-bromwich-albion-match-preview
E0,2014-11-01,newcastle,liverpool,1.0,0.0,H,0.0,0.0,D,A Marriner,14.0,6.0,3.0,3.0,13.0,8.0,7.0,2.0,4.0,3.0,0.0,0.0,3.8,3.75,2.0,3.75,3.5,2.05,3.6,3.3,2.0,3.75,3.6,2.05,3.77,3.74,2.05,3.8,3.2,2.05,,,,3.8,3.6,2.05,45.0,3.85,3.72,3.75,3.54,2.08,2.01,43.0,1.84,1.75,2.2,2.07,24.0,0.5,1.91,1.87,2.05,2.0,3.55,3.65,2.15,"Alan Pardew and Brendan Rodgers are friends dating from the days when Liverpool’s manager served as Pardew’s youth team coach at Reading. Delighted as Rodgers has been to see his pal dodge the sack as Newcastle have, against all odds, won three consecutive games, he could do with a victory in what his Newcastle counterpart deems one of this division’s most “romantic” fixtures. If all eyes are on Mario Balotelli, a key sub-plot could revolve around the performances of rival wingers Raheem Sterling and Rolando Aarons. Louise Taylor",2014-10-31,newcastle,liverpool,https://www.theguardian.com/football/2014/oct/31/newcastle-united-liverpool-match-preview
E0,2014-11-01,stoke,west ham,2.0,2.0,D,1.0,0.0,H,C Foy,21.0,10.0,6.0,2.0,14.0,13.0,9.0,2.0,1.0,1.0,0.0,0.0,2.38,3.4,3.25,2.4,3.2,2.95,2.25,3.2,3.1,2.4,3.4,3.1,2.42,3.37,3.22,2.4,3.1,3.1,,,,2.4,3.4,3.2,46.0,2.45,2.36,3.5,3.29,3.25,3.12,44.0,2.19,2.05,1.82,1.76,25.0,0.0,1.72,1.68,2.31,2.23,2.42,3.33,3.26,"Sam Allardyce’s West Ham travel to Stoke City riding a huge wave of confidence after beating Man City last weekend at Upton Park. However the Hammers rest Diafra Sakho, a decision that will no doubt please Mark Hughes and Stoke City. Both sides have previously been labelled long-ball merchants but with West Ham’s recent attacking threat and Stoke missing Peter Crouch, the game could exceed expectations. Graham Searles",2014-10-31,stoke,west ham,https://www.theguardian.com/football/2014/oct/31/stoke-city-west-ham-united-match-preview
E0,2014-11-02,aston villa,tottenham,1.0,2.0,A,1.0,0.0,H,N Swarbrick,12.0,18.0,1.0,7.0,12.0,11.0,3.0,9.0,3.0,3.0,1.0,0.0,3.75,3.6,2.1,3.6,3.5,2.1,3.3,3.3,2.1,3.6,3.5,2.1,3.89,3.53,2.08,3.8,3.1,2.1,,,,3.9,3.4,2.1,46.0,3.9,3.72,3.6,3.4,2.1,2.05,44.0,2.1,2.0,1.94,1.81,25.0,0.5,1.89,1.84,2.09,2.03,4.38,3.66,1.93,"Tottenham travel to Villa Park desperate to make amends for their defeat by Newcastle last Sunday. A comfortable midweek win in the League Cup was scant consolation for surrendering a 1-0 lead at home to Alan Pardew’s strugglers. Aston Villa are on a five-game losing streak – but a win would lift them above Spurs and provide solace for their under-pressure manager, Paul Lambert. Toby Moses",2014-10-31,aston villa,tottenham,https://www.theguardian.com/football/2014/oct/31/aston-villa-tottenham-hotspur-match-preview
E0,2014-11-02,man city,man united,1.0,0.0,H,0.0,0.0,D,M Oliver,16.0,9.0,6.0,2.0,15.0,9.0,7.0,4.0,3.0,1.0,0.0,1.0,1.91,3.75,4.33,1.91,3.75,4.0,1.9,3.3,4.0,1.95,3.75,3.8,1.9,3.81,4.33,1.91,3.3,4.2,,,,1.95,3.8,4.0,46.0,1.95,1.88,3.95,3.65,4.33,4.07,40.0,1.65,1.6,2.54,2.32,25.0,-0.5,1.92,1.89,2.04,1.98,2.02,3.67,3.91,Manchester City desperately require victory following the three-match wobble that has included defeat in the past two games plus a draw. The nightmare scenario for the champions is to go down to Manchester United before their home crowd. Do so and Manuel Pellegrini will have a crisis on his hands ahead of the Champions League match against CSKA Moscow on Wednesday. Jamie Jackson,2014-10-31,man city,man united,https://www.theguardian.com/football/2014/oct/31/manchester-city-manchester-united-match-preview
E0,2014-11-03,crystal palace,sunderland,1.0,3.0,A,0.0,1.0,A,P Dowd,9.0,8.0,1.0,7.0,12.0,19.0,11.0,2.0,0.0,3.0,1.0,0.0,2.1,3.5,3.8,2.1,3.4,3.7,2.1,3.3,3.3,2.15,3.4,3.6,2.08,3.48,3.96,2.15,3.1,3.6,,,,2.1,3.4,4.0,46.0,2.15,2.07,3.5,3.35,4.0,3.73,44.0,2.17,2.09,1.81,1.73,25.0,-0.5,2.08,2.06,1.86,1.82,2.11,3.44,3.91,"Gus Poyet’s Sunderland have conceded 10 goals in their last two league games. The Uruguayan coach will desperately want to mastermind a change in fortunes for the Black Cats against Crystal Palace who have also been less than impressive recently. Palace are hovering above the relegation zone alongside Sunderland, so a positive result for either could be crucial. Graham Searles",2014-10-31,crystal palace,sunderland,https://www.theguardian.com/football/2014/oct/31/crystal-palace-sunderland-match-preview
E0,2014-11-08,burnley,hull,1.0,0.0,H,0.0,0.0,D,M Clattenburg,14.0,12.0,3.0,1.0,17.0,17.0,7.0,1.0,6.0,4.0,0.0,0.0,2.5,3.4,3.0,2.5,3.2,2.8,2.6,3.2,2.6,2.5,3.3,2.9,2.52,3.36,3.07,2.6,3.0,2.9,,,,2.6,3.25,3.0,44.0,2.6,2.49,3.4,3.28,3.1,2.91,43.0,2.2,2.1,1.8,1.73,24.0,-0.25,2.16,2.1,1.83,1.78,2.54,3.33,3.06,"The problem with Burnley’s winless beginning to life back in the top flight – apart from it seeming to guarantee an instant return to the Championship – is that the longer it goes on, the more they will look at games such as Saturday’s and think: “This is the day.” Their manager, Sean Dyche, will hope so, but Hull are playing a lot better than 14th suggests. So Saturday may not be the day. Again. Paul Chronnell",2014-11-07,burnley,hull,https://www.theguardian.com/football/2014/nov/07/burnley-hull-city-match-preview
E0,2014-11-08,liverpool,chelsea,1.0,2.0,A,1.0,1.0,D,A Taylor,12.0,15.0,4.0,5.0,9.0,12.0,5.0,7.0,2.0,5.0,0.0,0.0,3.4,3.4,2.3,3.1,3.25,2.3,3.2,3.2,2.2,3.25,3.4,2.3,3.36,3.46,2.31,3.4,3.0,2.3,,,,3.3,3.5,2.3,43.0,3.5,3.27,3.5,3.32,2.34,2.26,43.0,1.98,1.91,1.97,1.89,25.0,0.25,1.97,1.92,2.01,1.95,3.46,3.5,2.26,"Brendan Rodgers claims to be under no extra pressure against Chelsea following that team selection against Real Madrid but scrutiny of his methods will intensify without a positive result against the unbeaten Premier League leaders. He is acutely aware of that. Liverpool’s display at the Bernabéu has been subject to Malcolm Tucker-esque spin since Tuesday, but the fact remains they require a vast improvement to inflict defeat on Chelsea, themselves in need of a jolt after their levels dropped against QPR and Maribor. Andy Hunter",2014-11-07,liverpool,chelsea,https://www.theguardian.com/football/2014/nov/07/liverpool-chelsea-match-preview
E0,2014-11-08,man united,crystal palace,1.0,0.0,H,0.0,0.0,D,C Foy,23.0,6.0,5.0,1.0,8.0,12.0,11.0,4.0,1.0,3.0,0.0,0.0,1.3,6.0,11.0,1.32,5.5,7.6,1.35,4.8,7.6,1.33,5.5,9.5,1.3,5.87,12.0,1.33,4.8,10.0,,,,1.3,6.0,11.5,44.0,1.35,1.3,6.0,5.53,12.1,10.42,38.0,1.6,1.54,2.58,2.44,29.0,-1.5,1.89,1.83,2.1,2.04,1.31,6.05,10.7,"Louis van Gaal feels “lousy” about Manchester United’s position so surely Crystal Palace before a packed Old Trafford offers the chance to take three points and start a pleasing run of results? The manager was in pugnacious mood on Friday yet injuries to Jonny Evans, Marcos Rojo and Phil Jones plus Chris Smalling’s suspension means Michael Carrick may be used as a stop-gap central defender. Neil Warnock’s side are bound to make life awkward, too. Jamie Jackson",2014-11-07,man united,crystal palace,https://www.theguardian.com/football/2014/nov/07/manchester-united-crystal-palace-match-preview
E0,2014-11-08,qpr,man city,2.0,2.0,D,1.0,1.0,D,M Dean,17.0,23.0,4.0,6.0,9.0,10.0,7.0,7.0,4.0,2.0,0.0,0.0,7.0,4.75,1.5,6.0,4.2,1.5,7.0,4.0,1.45,6.0,4.33,1.53,7.14,4.73,1.5,7.0,4.0,1.5,,,,7.0,4.6,1.5,44.0,7.6,6.74,4.9,4.5,1.53,1.47,37.0,1.64,1.56,2.53,2.39,26.0,1.0,2.25,2.15,1.79,1.74,6.72,4.84,1.51,"After their shambolic defeat to CSKA Moscow there is no doubt Manchester City are teetering close to a crisis. Manuel Pellegrini’s side are all but out of the Champions League and, despite victory in the Manchester derby, are struggling domestically. Queens Park Rangers need to be defeated but their display at Chelsea suggests this will be a test for the champions. Sachin Nakrani",2014-11-07,qpr,man city,https://www.theguardian.com/football/2014/nov/07/qpr-manchester-city-match-preview
E0,2014-11-08,southampton,leicester,2.0,0.0,H,0.0,0.0,D,M Oliver,18.0,5.0,6.0,0.0,10.0,12.0,13.0,4.0,2.0,2.0,0.0,0.0,1.44,4.75,8.0,1.44,4.5,6.5,1.5,4.0,6.1,1.44,4.5,7.5,1.44,4.83,8.54,1.44,4.0,8.0,,,,1.4,4.75,9.0,44.0,1.5,1.43,4.9,4.5,9.0,7.92,40.0,1.75,1.69,2.25,2.15,25.0,-1.25,2.02,1.96,1.97,1.91,1.46,4.94,7.53,"Five matches without a win since their rousing victory over Manchester United has sent Leicester into the bottom three and Nigel Pearson must be concerned his team have not scored in their past three matches. Not the ideal time to be visiting the Premier League’s tightest defence then, but at least Leicester could start striker Leonardo Ulloa, who has recovered from the niggle that hampered him last week. That, however, is unlikely to be enough to disrupt Southampton’s serene progress up the league. Paul Doyle",2014-11-07,southampton,leicester,https://www.theguardian.com/football/2014/nov/07/southampton-leicester-city-match-preview
E0,2014-11-08,west ham,aston villa,0.0,0.0,D,0.0,0.0,D,J Moss,21.0,12.0,5.0,4.0,9.0,10.0,13.0,2.0,0.0,3.0,0.0,0.0,1.75,3.75,5.5,1.75,3.6,4.6,1.75,3.5,4.5,1.75,3.6,5.0,1.75,3.73,5.52,1.75,3.4,5.0,,,,1.75,3.75,5.4,44.0,1.76,1.72,3.88,3.64,5.6,5.19,44.0,2.04,1.94,1.92,1.86,25.0,-0.75,1.96,1.92,2.01,1.96,1.7,3.97,5.5,"Of all the possible problems West Ham might have faced in early November, complacency was not one many fans foresaw. But with West Ham riding high and dreaming of Europe, and Aston Villa having lost six on the spin, Sam Allardyce has had to call for focus. Christian Benteke is suspended and Villa have scored only five goals all season. They are desperate for any sort of foothold. David Hytner",2014-11-07,west ham,aston villa,https://www.theguardian.com/football/2014/nov/07/west-ham-united-aston-villa-match-preview
E0,2014-11-09,sunderland,everton,1.0,1.0,D,0.0,0.0,D,L Mason,10.0,16.0,3.0,7.0,11.0,13.0,5.0,4.0,1.0,2.0,0.0,0.0,4.0,3.5,2.05,3.6,3.3,2.05,3.6,3.3,2.0,3.6,3.5,2.05,4.07,3.48,2.05,3.8,3.2,2.05,,,,4.0,3.5,2.05,43.0,4.1,3.82,3.55,3.4,2.09,2.02,44.0,2.0,1.92,1.95,1.88,25.0,0.5,1.9,1.86,2.09,2.01,3.92,3.51,2.09,"How will Sunderland cope without the suspended Lee Cattermole? Can Everton recover from their Thursday night Europa League exertions in time to win away? Might Gus Poyet’s side struggle in the absence of Patrick van Aanholt, their only recognised left-back? Is Jack Rodwell ready to remind Everton how much they are missing him after a disappointing start on Wearside following his £10m summer move from Manchester City? But will Rodwell even start? And can Sunderland avoid registering a fifth own goal of the season? Louise Taylor",2014-11-07,sunderland,everton,https://www.theguardian.com/football/2014/nov/07/sunderland-everton-match-preview
E0,2014-11-09,swansea,arsenal,2.0,1.0,H,0.0,0.0,D,P Dowd,11.0,12.0,5.0,4.0,10.0,16.0,6.0,10.0,5.0,5.0,0.0,0.0,3.75,3.5,2.1,3.3,3.3,2.15,3.3,3.3,2.1,3.6,3.5,2.05,3.59,3.5,2.19,3.5,3.1,2.2,,,,3.6,3.4,2.2,44.0,3.75,3.5,3.55,3.36,2.22,2.14,43.0,2.02,1.92,1.95,1.87,24.0,0.25,2.07,2.02,1.92,1.86,4.1,3.65,1.99,"One for the purist. Arsenal travel to Wales eager to get back on track after that chastening experience against Anderlecht in midweek, when they surrendered a 3-0 lead, prompting Paul Merson to describe his former club as “tactically clueless”. With Mathieu Debuchy, Laurent Koscielny and Mikel Arteta sidelined, Swansea may fancy their chances of inflicting some more pain on Arsène Wenger and his players, especially with Wilfried Bony in form. The striker is set to sign a new deal on the eve of this game. David Hytner",2014-11-07,swansea,arsenal,https://www.theguardian.com/football/2014/nov/07/swansea-city-arsenal-match-preview
